1.0025,8.914896
1.0075,6.17517
1.0125,5.430913
1.0175,5.269119
1.0225,-0.663359
1.0275,-2.000863
1.0325,-0.943803
1.0375,-1.526265
1.0425,-2.885341
1.0475,-2.691188
1.0525,-3.521734
1.0575,-6.822349
1.0625,-7.911768
1.0675,-8.558948
1.0725,-9.411067
1.0775,-7.566606
1.0825,-4.546435
1.0875,-1.170316
1.0925,0.156402
1.0975,0.749649
1.1025,0.30741
1.1075,-1.386042
1.1125,-1.256607
1.1175,-0.674145
1.1225,0.523137
1.1275,1.580196
1.1325,3.435444
1.1375,3.284435
1.1425,1.342897
1.1475,-0.911444
1.1525,-1.709632
1.1575,-0.684932
1.1625,-0.253479
1.1675,0.652573
1.1725,-2.087153
1.1775,-4.147341
1.1825,-13.412792
1.1875,-16.141733
1.1925,-17.198792
1.1975,-12.377306
1.2025,-2.044008
1.2075,4.039478
1.2125,7.415597
1.2175,12.247869
1.2225,12.549887
1.2275,12.344947
1.2325,11.212382
1.2375,9.281631
1.2425,6.326179
1.2475,2.000863
1.2525,1.019307
1.2575,-0.080897
1.2625,0.404487
1.2675,1.839068
1.2725,5.754503
1.2775,6.38011
1.2825,5.743717
1.2875,3.715888
1.2925,1.537051
1.2975,-4.276777
1.3025,-6.17517
1.3075,-11.805631
1.3125,-13.520656
1.3175,-15.893647
1.3225,-16.400604
1.3275,-12.269443
1.3325,-7.814691
1.3375,-6.38011
1.3425,-4.255204
1.3475,-3.705102
1.3525,-3.467803
1.3575,-2.604897
1.3625,-2.50782
1.3675,-1.288966
1.3725,-0.350556
1.3775,2.054795
1.3825,5.11811
1.3875,12.593032
1.3925,12.04293
1.3975,13.197066
1.4025,12.431237
1.4075,8.019631
1.4125,6.833136
1.4175,5.247546
1.4225,1.256607
1.4275,0.706504
1.4325,0.42606
1.4375,0.469205
1.4425,1.839068
1.4475,5.042606
1.4525,6.606623
1.4575,3.65117
1.4625,1.537051
1.4675,0.080897
1.4725,-5.290691
1.4775,-7.825477
1.4825,-9.40028
1.4875,-10.079819
1.4925,-8.332435
1.4975,-6.110452
1.5025,-0.555496
1.5075,7.383238
1.5125,9.529716
1.5175,9.508143
1.5225,7.825477
1.5275,-1.936145
1.5325,-3.780606
1.5375,-11.460468
1.5425,-11.417323
1.5475,-10.608349
1.5525,-3.090281
1.5575,7.857836
1.5625,13.337288
1.5675,17.619459
1.5725,20.413116
1.5775,20.240536
1.5825,20.067953
1.5875,13.811887
1.5925,11.913494
1.5975,5.150469
1.6025,3.56488
1.6075,0.631
1.6125,0.048538
1.6175,2.076367
1.6225,3.165786
1.6275,4.578794
