200	31934	16	1
1.0025	7.292355	13.664425	10.095166	15.231173	10.469453	10.548547	5.674729	0.912231	-0.993162	-8.574733	5.291694	14.980631	15.542143	8.914896	-4.534515	-6.937486
1.0075	4.703679	14.303825	9.035363	15.471636	10.809477	11.426221	4.437999	0.54518	-2.838381	-8.695891	4.500108	15.722192	15.197241	6.17517	-9.282354	-11.83838
1.0125	10.123375	13.355749	7.737645	16.324188	10.239114	9.352715	4.043997	-3.967397	-4.88983	-13.630356	-0.151811	13.995573	13.925415	5.430913	-8.746307	-13.613592
1.0175	4.505398	10.588689	5.618038	10.84818	9.986837	8.058146	3.496771	-5.02537	-5.009226	-14.753827	-2.309694	12.789153	12.050011	5.269119	-9.096379	-14.680898
1.0225	0.110156	8.32874	3.541689	7.984479	7.025337	5.205705	1.417314	-8.102127	-4.933247	-15.965415	-1.366298	6.236856	5.054969	-0.663359	-10.059074	-16.673927
1.0275	0.826173	5.528608	0.481237	2.016614	1.804322	-0.65277	0.574587	-9.343625	-3.500489	-14.258178	0.737367	5.705589	3.632248	-2.000863	-8.046165	-14.985842
1.0325	6.77462	5.506559	1.476154	-0.32244	2.681803	-1.826659	2.730656	-8.058944	-0.634972	-12.6721	4.044676	0.802435	-2.446648	-0.943803	-2.948255	-11.522544
1.0375	4.54946	-0.711057	0.535309	-3.546836	-5.2265	-4.426769	2.86199	-6.137321	5.334853	-6.592136	5.801344	0.426121	-3.190343	-1.526265	0.552456	-9.932477
1.0425	13.758537	-3.125345	0.135179	-3.83102	-7.047274	-6.050466	1.898873	-5.306056	7.820471	-4.19099	7.319454	-0.724958	-11.176978	-2.885341	5.037742	-4.715748
1.0475	7.953294	-10.754051	-3.963448	-8.662148	-11.061752	-8.683489	1.16559	-3.729893	12.82427	0.952748	-4.868792	-5.18539	-14.173313	-2.691188	8.724428	-2.254411
1.0525	-11.709628	-10.853269	-10.603439	-9.033774	-11.708896	-8.661547	1.428259	-2.477599	13.660046	3.078533	-7.948384	-5.063642	-15.305022	-3.521734	15.441418	3.125681
1.0575	-19.420578	-11.569838	-15.696982	-10.749808	-12.410881	-9.87932	-0.29003	-1.527583	13.117334	11.075008	-16.102798	-5.926951	-15.229575	-6.822349	19.248442	8.745372
1.0625	-21.116985	-11.7352	-16.681086	-12.750028	-9.284852	-10.307186	-2.117763	-1.106553	10.002171	13.674414	-17.18716	-6.557831	-15.315801	-7.911768	19.412537	12.818558
1.0675	-20.345892	-12.528938	-17.297503	-12.487703	-11.248218	-6.939111	-5.31356	-0.156537	4.878975	18.256416	-15.311213	-5.550636	-13.742186	-8.558948	16.010283	19.799608
1.0725	-18.693544	-11.525742	-21.342056	-11.241666	-13.244489	-1.497532	-7.54624	3.254885	-5.443395	14.324265	-15.343743	-3.779745	-11.769778	-9.411067	11.185865	18.601612
1.0775	-15.532056	-9.828023	-20.585054	-9.427259	-13.935505	-0.191991	-10.172923	3.222498	-11.597742	8.728935	-15.365431	-0.071942	-7.609398	-7.566606	0.114867	10.912655
1.0825	-16.170963	-6.002646	-17.362389	-1.317084	-10.217176	6.434449	-9.757031	0.340063	-21.073483	-8.475603	-13.966601	3.215274	-3.85859	-4.546435	-4.271962	7.275104
1.0875	-6.543292	1.482747	-7.045528	1.338944	-6.860809	7.729018	-7.852687	-0.707114	-22.994682	-12.6721	-11.711125	6.192585	-0.657469	-1.170316	-11.481238	-0.642562
1.0925	3.425865	3.389924	4.633935	3.011258	-2.089503	6.489303	-5.455839	-3.276476	-23.179203	-15.623967	-1.247018	8.461538	4.494503	0.156402	-12.017284	-2.907863
1.0975	7.016964	4.657701	7.467287	4.749153	1.563014	5.008228	-4.810113	-3.697506	-22.679909	-15.612953	1.387985	7.897067	5.744772	0.749649	-12.290778	-5.075147
1.1025	9.42939	2.618234	9.435493	4.147995	3.603159	2.748217	-3.737551	-5.144122	-18.783241	-13.850644	5.530254	8.229109	6.05734	0.30741	-13.680122	-7.046395
1.1075	6.983917	8.747658	6.061425	8.541917	6.597565	1.771805	-2.763489	-7.368023	-17.676109	-13.729486	5.812188	10.464859	7.620177	-1.386042	-13.056559	-8.930516
1.1125	8.2397	8.857899	4.969179	10.268882	7.398267	0.444323	-1.428259	-9.419194	-16.471291	-14.952087	6.560399	13.907028	10.648847	-1.256607	-15.660213	-13.59181
1.1175	10.222516	11.591887	10.776468	15.526287	4.732916	1.300055	-4.678779	-9.041348	-15.526973	-17.408304	6.647148	13.685667	11.554214	-0.674145	-16.458813	-15.595731
1.1225	16.787838	14.63455	12.301287	16.040005	5.204563	1.59627	-4.99617	-9.473173	-13.985672	-18.025112	7.525483	14.261207	14.334986	0.523137	-17.213654	-18.155087
1.1275	15.609165	14.810936	15.145452	14.34583	6.992432	2.835985	-1.40637	-8.706682	-7.983284	-16.108603	5.736283	13.84062	13.957749	1.580196	-16.797943	-19.037247
1.1325	13.108614	14.535333	11.8579	8.170292	7.464078	3.976961	-0.859144	-7.497571	-6.876153	-14.963101	2.244632	13.907028	12.82604	3.435444	-13.176895	-17.675888
1.1375	8.768451	15.097564	10.311452	7.186578	7.145991	4.481624	0.990478	-7.173702	-0.255074	-10.55733	-0.010844	10.320974	6.165122	3.284435	-10.277869	-17.632324
1.1425	4.439304	7.733436	4.64475	1.437316	1.979818	-0.597916	0.16964	-7.99417	0.396179	-8.806036	-0.997614	8.262313	2.069412	1.342897	-7.45542	-16.684818
1.1475	0.066094	3.3789	-0.394723	-2.43196	-0.597784	-3.461328	-0.355697	-8.641909	2.621296	-4.609539	-6.647148	1.909242	-10.045268	-0.911444	0.41024	-12.785886
1.1525	-12.128222	-7.711388	-7.618687	-10.509345	-6.915652	-9.385628	0.16964	-8.156105	6.648214	-3.254764	-6.918239	-1.057001	-13.052382	-1.709632	4.32666	-11.609671
1.1575	-11.92994	-11.624959	-6.969828	-13.755602	-7.091148	-12.281953	0.8482	-8.328835	9.763378	-1.228109	-7.243548	-4.366353	-18.915714	-0.684932	15.156985	-3.005881
1.1625	-7.556731	-13.587256	-14.637179	-15.832332	-10.633981	-12.084476	4.361388	-0.761093	20.758711	8.795021	-12.188246	-5.207526	-21.31925	-0.253479	16.469751	1.415814
1.1675	-10.244547	-18.415831	-16.854115	-17.756039	-13.178678	-12.479429	4.832002	0.836662	23.157495	11.934134	-13.30514	-6.369674	-22.860531	0.652573	16.710426	14.092791
1.1725	-6.036572	-16.707088	-14.388451	-19.122309	-19.430735	-12.545255	0.257196	5.813451	21.333984	22.111465	-11.440035	-7.166574	-25.113171	-2.087153	12.881523	16.630363
1.1775	-19.365499	-15.307022	-19.211636	-18.827194	-21.635406	-13.752057	-2.566488	6.158912	16.7535	24.06102	-14.487096	-7.553957	-26.762234	-4.147341	8.757248	21.683729
